premise,hypothesis,label,o_index,id
there is no dog running in the grass,a dark black dog and a light brown dog are playing in the backyard,neutral,742,564
a dark black dog and a light brown dog are playing in the backyard,a black man is running in brown grass and racing a dog,neutral,743,565
a dog that has a brown and white coat is sitting in shallow water,a dog that has a brown and white coat is trotting through shallow water,neutral,744,568
a white and brown dog is walking through the water with difficulty,a white and brown dog is pacing through the water with difficulty,entailment,745,570
a group of boys are quiet in front of a large door made of wood,a group of boys are playing with a ball in front of a large door made of wood,neutral,746,581
the children arent playing in front of a large door,a group of boys are playing with a ball in front of a large door made of wood,neutral,747,586
a bunch of boys are playing with a ball in front of a large door made of wood,the children are playing in front of a large door,entailment,748,587
the children are playing in front of a large door,a group of boys are quiet in front of a large door made of wood,neutral,749,588
a black red white and pink dress is being worn by a woman,a woman is taking off a cloak which is very large and revealing extravagant apparel,neutral,750,597
a woman is taking off a cloak which is very large and revealing an extravagant dress,a black red white and pink dress is being worn by a woman,neutral,751,599
a teenage girl is storing away beads that are red,a teenage girl is wearing beads that are red,neutral,752,601
a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,entailment,753,603
a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,there is no young lady with light brown hair wearing a red necklace a sweatshirt and earrings and smiling,contradiction,754,604
a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair earrings and a necklace ,neutral,755,605
a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a teenage girl is wearing beads that are red,neutral,756,606
a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,the teenage girl is wearing beads that are red,neutral,757,609
the girl likes red and isnt wearing beads for teenagers,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,neutral,758,611
a fearful little boy is on a climbing wall,a fearful little boy is on the ground,neutral,759,617
a boy is climbing up a wall artificially built for climbing and is attached to a rope,a climbing boy rescues the fearful cat from over the wall,neutral,760,621
a fearful little boy is on a climbing wall,a boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,neutral,761,622
a boy is climbing up a wall artificially built for climbing and is attached to a rope,a fearful little boy is on a climbing wall,neutral,762,625
a dad is launching his daughter into a swimming pool,a father is launching the daughter in a swimming pool,entailment,763,626
a father is in the swimming pool during his daughters launch,a father is launching the daughter in a swimming pool,neutral,764,628
the man is tossing a kid into the swimming pool that is near the ocean,one man is tossing a kid into the swimming pool that is near the ocean,entailment,765,629
the man is tossing a kid into the swimming pool that is near the ocean,a kid swimming in the ocean is tossing a coin into the pool near the man,neutral,766,631
one man is tossing a kid into the swimming pool that is near the ocean,a father is launching the daughter in a swimming pool,neutral,767,632
a kid swimming in the ocean is tossing a coin into the pool near the man,a father is launching the daughter in a swimming pool,neutral,768,634
a father is in the swimming pool during his daughters launch,the man is tossing a kid into the swimming pool that is near the ocean,neutral,769,637
a father is launching the daughter in a swimming pool,the man is tossing a kid into the swimming pool that is near the ocean,neutral,770,638
a social climber is tying a man to a cliff with a rope,one man is climbing a cliff with a rope,neutral,771,641
a person is standing in front of a rock with a rope which is pink,a person is climbing a rock with a rope which is pink,neutral,772,643
a rock is being climbed by a person with a rope which is pink,one man is climbing a cliff with a rope,entailment,773,645
one man is climbing a cliff with a rope,a person is standing in front of a rock with a rope which is pink,neutral,774,646
a person is climbing a rock with a rope which is pink,one man is climbing the cliff with a rope,entailment,775,648
