pair_ID	sentence_AB	E_judgment
1576	a man with a jersey is dunking the ball at a basketball game [SEP] the ball is being dunked by a man with a jersey at a basketball game	0
1577	the lady is cracking an egg into a bowl [SEP] the lady is cracking an egg into a dish	0
1578	a man is playing the guitar owner [SEP] a person is playing a trumpet	2
1579	two dogs are playing inside [SEP] two brown and white dogs are fighting on a grassy country in front of a tree	2
1580	a true cat is playing with a device [SEP] the male child is enthusiastically playing in the clay	2
1581	a person on a black motorbike is doing tricks with a jacket [SEP] a person is riding the bicycle on one wheel	2
1582	a man and a woman are walking down the street of a city [SEP] people are walking through a crowded street	2
1583	the man dressed in leather chaps and a purple shirt is standing in front of someone lookers [SEP] a man is wearing a purple shirt and black leather chaps and is posing for the camera	2
1584	the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike [SEP] pink bellbottoms and a pink scarf arent to be worn by women with silver pants or bike riding people	2
1585	a adult male is jumping a wall [SEP] a adult male is jumping onto a wall which is low	2
1586	a man with a camera is studying the subject [SEP] the study subject is a camera man	2
1587	the runners are racing around a path [SEP] runners are not taking portion in the race	1
1588	there is no girl with a black bag on a crowded train [SEP] a girl with a black bag is on a crowded train	1
1589	a person is sitting and wearing a grass hat [SEP] a person is wearing a hat and is sitting on the grass	2
1590	a adult female is preparing a frypan for the eggs [SEP] a adult female is preparing an egg in a frypan	2
1591	a woman is frying something in a pan [SEP] a man is not playing the guitar	2
1592	a domestic dog is rolling from side to side [SEP] there is no puppy rolling	2
1593	a kid is playing gaffe and microscope slide in the grass [SEP] a kid is not playing gaffe and microscope slide in the grass	1
1594	a laughing child is holding a water gun and getting sprayed with water [SEP] a person in a blue jacket is jumping onto a tall cement wall	2
1595	the men are acting on a phase [SEP] the men are performing on phase	0
1596	a dog is catching a ball [SEP] a dog is furiously chasing a ball through dirt	2
1597	a mortal is cutting mushrooms with a knife [SEP] a mortal is putting away the mushrooms	2
1598	there is no adult male sprinkling cheese on the pizza pie [SEP] a adult male is putting some cheese on a pizza pie	1
1599	a adult male is loading a rifle with bullets [SEP] a adult female is seasoning a gammon	2
1600	the adult male is not stirring the sauce for the poulet [SEP] the adult male is stirring the sauce for the poulet	1
1601	a girl is playing the guitar [SEP] one man is intensely playing a guitar	2
1602	guitar is being played by two men [SEP] two men are playing guitar	0
1603	runners are racing down a track [SEP] men are running a race	2
1604	the woman in a red costume is not leaning against a brick wall and is not playing an instrument [SEP] a woman in a red dress is playing an instrument	2
1605	a lone biker is jumping in the air [SEP] a biker is jumping in the air alone	0
1606	a infant rhinoceros is shunning an grownup rhinoceros [SEP] a infant rhinoceros is walking around a pen with its female parent	2
1607	there is no karate practician kicking at another adult male who is wearing protective boxing mitt [SEP] a karate practician is kicking at another adult male who is wearing protective boxing mitt	1
1608	a icon is being drawn by a adult male [SEP] the mortal is drawing	0
1609	the girl in the blue and white uniform is cheering [SEP] some cheers are being performed by the girl in the blue and white uniform	0
1610	two small boys dressed in tuxedos are sitting on a red carpeted floor [SEP] some boys being dressed with a carpet are sitting on two red tuxedos 	2
1611	a motorcycle rider in a black and red uniform is jumping down off a soil motorcycle [SEP] a mortal is riding a motorcycle	2
1612	a adult male is playing a guitar [SEP] a player is playing a keyboard	2
1613	there is no adult male in a red uniform making a leap in a soil motorcycle race [SEP] a adult male in a red uniform is making a leap in a soil motorcycle race	1
1614	a monkey is riding a motorcycle [SEP] a adult male is riding a bike	2
1615	there is no man fishing in the river [SEP] a man is singing and walking down the sidewalk	2
1616	someone is peeling a banana tree [SEP] a adult male is eating a fruit	2
1617	a mortal is burning some cameras with a blow torch [SEP] a mortal is repairing some cameras with a blow torch	2
1618	someone is stirring a pot of chili with a spoon [SEP] someone is not stirring chili in a kettle	2
1619	a woman is looking at the view of a city [SEP] the woman is looking at the view of a city	0
1620	a woman is slicing an eggplant [SEP] there is no woman cutting a vegetable	1
1621	the adult male surrounded by photographers is wearing a gray suit of clothes and eyeglasses [SEP] a adult male in a suit of clothes is not being surrounded by photographers	1
1622	the soccer player is kicking the ball between somebodys legs [SEP] a person is kicking a soccer ball between their feet	2
1623	the woman is adding sugar to the meat [SEP] a woman is adding spices to some meat	0
1624	the adult male is doing a handstand on the wet shore at the border of the water at the beach [SEP] the adult male is doing a handstand on the wet sand at the border of the water at the beach	0
1625	one bearded man is standing by a shopping cart and is holding a cardboard sign [SEP] a man is holding a sign and is seeking money	2
1626	a woman in a shirt dyed in black is sitting next to a fluorescent green bag [SEP] a woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	2
1627	some persons are singing [SEP] a group of people is singing	0
1628	a transverse flute is being played by a girl [SEP] one adult female is practicing with a transverse flute	2
1629	a adult female is frying meat [SEP] a adult female is placing nutrient in a pot of cold water	2
1630	a girl is on a jumping car [SEP] the girl is recklessly jumping onto a car	2
1631	the kids are playing outdoors near a man with a smile [SEP] a group of kids is playing in a yard and an old man is standing in the background	2
1632	someone is boiling okra in a pot [SEP] the man is not playing the drums	2
1633	a woman is adding ingredients to a big bowl [SEP] a woman is adding ingredients to a bowl	0
1634	a adult male is playing a large transverse flute [SEP] there is no adult male playing a transverse flute	1
1635	the child who is doing magic is tricking an old adult male [SEP] a adult male is dangerously throwing knife at a tree	2
1636	a machine is sharpening a knife [SEP] the machine is shaving the end of a pencil	2
1637	there is no little girl playing the piano [SEP] a little girl is playing a grand piano on stage	1
1638	the adult male is throwing knife at a tree [SEP] a adult male is inside the house and is throwing blades at a close mark	2
1639	a woman and three men are posing for a photo [SEP] a woman is posing for three men for a photo	2
1640	a bearded man is sitting by a shopping cart and is dropping a cardboard sign [SEP] a bearded man is standing by a shopping cart and is holding a cardboard sign	2
1641	nobody is holding a hedgehog [SEP] someone is holding a hedgehog	1
