premise,hypothesis,label,original_index
girl wearing swim gear is surfboarding,A girl is teaching her brother how to surf.,neutral,450063
Construction crew awaits passage through the gates of a construction site.,A construction crew is about to take a break.,neutral,429323
Eight football players are in mid-play as the defense takes down the offense.,offence takes down the defense during a football game,contradiction,458292
Women come to the river to get water.,Women swimming in the river.,contradiction,526505
family getting ready for wedding.,A family sleeping in the living room.,contradiction,14800
Businessman standing in street holding an umbrella.,"A businessman is outside, holding an umbrella.",entailment,388041
This policeman is standing in front of a ride at a carnival.,This fireman is standing in front of a ride at a carnival.,contradiction,178915
Crowd sitting in a tent after a meal.,The people are inside a tent.,entailment,315457
Person playing piano that has mermaid painting on the side,A person is running down a street.,contradiction,95960
Three cooks work in a kitchen preparing food.,A painter is painting portraits in the park.,contradiction,36724
A sailing boat with many people sails on water.,A floating vessel carries passengers.,entailment,127820
Three surgeons operate on a patient while wearing magnifying lenses on their safety glasses.,Three surgeons are performing brain surgery.,neutral,358318
A mascot at a sporting event waves to the crowd.,The mascot is in his home alone.,contradiction,345784
A daschund leaps through short grass.,A dog leaps,entailment,267231
Hikers head along a trail surrounded by trees.,Hikers walk on a trail.,entailment,104877
A normal sunny day in a big city.,The cityscape has a sunny aspect due to the weather.,entailment,400433
A costumed Asian man pauses for a picture at a reenactment.,a man is laying at the beach,contradiction,392304
Someone falls asleep on the train listening to their music.,The person is running,contradiction,271762
People watch as a dog scales a wooden wall in a grass field.,A dog is running away from a coyote as others watch.,neutral,379406
An authority figure directs traffic.,A policeman is stopping all cars.,contradiction,161889
5 male polo players in action during a game on a polo field on a sunny day.,These men are playing cricket.,contradiction,523947
Kayacker riding rough current downstream.,They people sat inside because of the weather.,contradiction,156299
Eight football players are in mid-play as the defense takes down the offense.,Football players are playing football.,entailment,458298
"Holding their hands high, fully extended above their heads, a group of people stand outside a tall building.",The group of people are all holding their hands at their sides.,contradiction,269029
Five farm pickers picking in the field.,The pickers are sleeping in the field.,contradiction,77976
Downhill skier kicks and a plume of snow.,Someone is snow skiiing,entailment,381537
The intensity of a moment during an ice hockey game.,Hockey players are shoving each other during the game,neutral,199412
A sleepy mother tries to keep up with her kid.,The child is getting sleepy.,neutral,74985
Inspectors trying to check a car that had collided with a track outside Chevron gas station in Texas.,A train puffing smoke.,contradiction,350314
People man the lines in a factory as each one of them has a different and specific job to do.,people are working,entailment,230908
Arborist tries to climb tree.,Someone is climbing trees,entailment,194260
"Four brothers and one sister posing for a picture, smiling.",the dogs eat bread,contradiction,283760
Children add toppings to ice cream scooped for them by a woman.,the children have ice cream,entailment,203823
Firefighters and EMT s on the scene.,Emergency crew arrive at the sight.,entailment,33962
Skydivers prepare to jump from a plane with the earth far below them.,"Skydivers are in the air, as the empty jump plane flies off.",contradiction,377404
Three pedestrians walk along a street at sunset past a storefront that has asian lettering.,Three people plan to go shopping in the store they are walking in front of.,neutral,283616
Two rival football players head to head.,Two footballers playing football.,entailment,298892
A solider wearing a hat is getting his picture taken.,A soldier gets taken hostage by a photographer.,contradiction,98340
Three senior citizen ladies waiting on their order at a restaurant.,The restaurant food takes time because it is made to order.,neutral,419046
Appears to be an elderly Indian with his markings on his face.,The man is a father.,neutral,143052
Three greyhound dogs race around a dark track.,The three dogs lazed around the field.,contradiction,71325
Firefighters help each other out.,Cable guys help each other out.,contradiction,136921
Ballet class performance with teacher nearby helping them remember their moves on stage.,A soccer class is in session.,contradiction,168609
Someone washing dishes with latex gloves on in a metal sink.,The person washing dishes is not wearing gloves.,contradiction,395005
A toddle aged boy in a blue baseball hat is being helped off of monkey bars.,A toddle aged boy in a blue baseball hat is being helped off of monkey bars,entailment,505648
Vegetables being sold on the street,There are fresh veggies.,entailment,395797
A parking lot filled with bikes and trikes.,The parking lot is full of cars and trucks.,contradiction,192907
Man bowling in a dimly lit bowling alley.,Someone is playing pool at the bar.,contradiction,353756
A bongo player wearing a red shirt playing in a band.,a drunk bong player reads poetry,neutral,545386
"Lumberjack in his security red jumpsuit, gets stylish with his orange hard hat as he cuts down the trees.",A lumberjack in an orange hard hat cuts down some trees.,entailment,503688
