premise,hypothesis,label,o_index
a adult male is removing some nutrient from a box,a adult male is putting some nutrient in a box,neutral,1702
a man is cutting a paper,there is no man cutting a paper,contradiction,1703
the adult male is swimming in a organic structure of water near a falls,the adult male is standing in a organic structure of water near a falls,neutral,1704
the adults and children are not gathered near an outdoor seating arrangement,the adults and children are being gathered near an outdoor seating arrangement,contradiction,1705
the herd of caribous is crossing a road quickly,the herd of caribous is crossing a road,entailment,1706
a girl is wearing a pink shirt with white writing on it and is lying in the grass,the young girl with a shirt dyed pink is peacefully lying on the grass,neutral,1707
there is no adult male with a hard hat dancing,a adult male with a hard hat is dancing,contradiction,1708
a domestic dog is running on a muddy way,a brown domestic dog is running through a snowy trail,neutral,1709
a adult female is marching with a brace of dogs,a adult female is walking with a brace of dogs,entailment,1710
there is no little girl with blond hair smiling and sitting on a swing,a little girl with blond hair is smiling and sitting on a swing,contradiction,1711
no domestic dog is emerging from a lake,a domestic dog is emerging from a lake,contradiction,1712
a adult female is shooting at mark pattern,a adult male is shooting at mark pattern,neutral,1713
two young boys are wearing hats and sticking their colored tongues out,two young girls are wearing hats and sticking their colored tongues out,neutral,1714
some fish are swimming,the fish are immobile,neutral,1715
the girl is sitting on the sofa and is crocheting,there is no girl playing the fiddle on a beach,neutral,1716
someone is folding a piece of paper,nobody is folding a piece of paper,contradiction,1717
a young woman is playing the guitar,a girl is playing the guitar,entailment,1718
a mortal is pouring cooking oil into a pot,a mortal is pouring olive oil into the range from a pot,neutral,1719
the girl who is little is swinging and the adult female is standing behind,a red domestic dog is jumping and catching a lawn tennis ball in its mouth,neutral,1720
two groups of people are playing football game,a participant is running with the ball,neutral,1721
the man is slicing potatoes,a potato is being peeled by a woman,neutral,1722
some cheers are being performed by the girl in the blue and white uniform,a girl in a uniform which is blue is raising her arm,neutral,1723
a adult male in a shirt dyed purple is looking at a adult male in a black shirt who is doing a funny human face,a adult male in a shirt dyed purple is looking at a adult male in a black shirt who is doing a human face which looks funny,entailment,1724
the large brown dog is running outdoors in the dirt,the large brown dog is running outside in the dirt,entailment,1725
a adult female is cutting onions,a adult female is chopping onions,entailment,1726
a horse is being ridden in a brook by a adult male,the adult male is riding a horse by a brook,entailment,1727
a adult male is playing the drums,the guitar is being played by a adult male,neutral,1728
a little girl in a pink shirt is playing tball and taking a swing,a girl is hitting a little teeing ground with a baseball game,neutral,1729
the man is funnily playing the piano with his nose,the man is playing the piano with his nose,entailment,1730
a adult female is slicing a tomato,there is no adult female peeling a tater,neutral,1731
a adult female in a purple top is walking a bike between two rock columns,there is no adult female in a purple top walking a bike between two rock columns,contradiction,1732
a man with a white hat and brown shirt is behind a woman in red and is looking to the left,a man with a white hat and brown shirt is behind a woman in red and is looking to the side,entailment,1733
a adult male is wearing a hard hat and dancing,a adult male is naked and standing still,neutral,1734
a kid in clothing which is visible light colored is standing with his arms extended outward,a kid in visible light colored clothing is standing with his arms extended outward,entailment,1735
a man is spreading butter on a piece of bread which is big,a piece of bread which is big is having butter spread upon it by a man or a piece of bread which is big is being spread with butter by a man,entailment,1736
the small kid is wading through the water and is being guided by another mortal,the small kid is not wading through the water and is not being guided by another mortal,contradiction,1737
there is no dog playing in a field of brown grass,four dogs are playing in a grassy area,neutral,1738
two children who are small are playing with a toy car in the street,a father is pushing his daughter on a gokart and another girl is watching,neutral,1739
the red and brown domestic dog is digging its olfactory organ inside a vacation gift bag,the domestic dog has its head inside a red and green gift bag,neutral,1740
a adult male on a bike is riding on a path and waving,the mortal on the bike is holding up his arm,neutral,1741
